Symbol,Name,Currency
0NIJ,N/A,N/A
0NIJ.L,N/A,N/A
0NIK,N/A,N/A
0NIN,N/A,N/A
0NJ5,N/A,N/A
0NJ5.L,N/A,N/A
0NJP,N/A,N/A
0NJP.L,N/A,N/A
0NKO.L,N/A,N/A
0NKT,N/A,N/A
0NM8,N/A,N/A
0NM8.L,N/A,N/A
0NNC,N/A,N/A
0NNC.L,N/A,N/A
0NNI,N/A,N/A
0NNU.L,N/A,N/A
0NO6,N/A,N/A
0NOF,N/A,N/A
0NOF.L,N/A,N/A
0NP.F,China NT Pharma Group Co Ltd,EUR
0NPJ.L,N/A,N/A
0NQZ,N/A,N/A
0NQZ.L,N/A,N/A
0NR1,N/A,N/A
0NR1.L,N/A,N/A
0NRD,N/A,N/A
0NS1.F,NSGold Corp,EUR
0NT5,N/A,N/A
0NTX.L,N/A,N/A
0NUG,N/A,N/A
0NUG.L,N/A,N/A
0NUI,N/A,N/A
0NUI.L,N/A,N/A
0NUT,N/A,N/A
0NV0,N/A,N/A
0NV0.L,N/A,N/A
0NV1,N/A,N/A
0NV1.L,N/A,N/A
0NV7,N/A,N/A
0NV7.L,N/A,N/A
0NVD.L,N/A,N/A
0NVR,N/A,N/A
0NVR.L,N/A,N/A
0NWK,N/A,N/A
0NWK.L,N/A,N/A
0NWW,N/A,N/A
0NWW.L,N/A,N/A
0NXN,N/A,N/A
0NXN.L,N/A,N/A
0NXV,N/A,N/A
0NXV.L,N/A,N/A
0NY3,N/A,N/A
0NY3.L,N/A,N/A
0NYK,N/A,N/A
0NYK.L,N/A,N/A
0NZ7,N/A,N/A
0NZ7.L,N/A,N/A
0NZU.L,N/A,N/A
0O0E.L,N/A,N/A
0O1T,N/A,N/A
0O1W,N/A,N/A
0O1W.L,N/A,N/A
0O2B,N/A,N/A
0O2B.L,N/A,N/A
0O2X,N/A,N/A
0O33,N/A,N/A
0O33.L,N/A,N/A
0O3W.L,N/A,N/A
0O4B,N/A,N/A
0O4B.L,N/A,N/A
0O59,ESTX 50 MUL.-ASS.ST.TR EO,N/A
0O5C.L,N/A,N/A
0O5V,N/A,N/A
0O5V.L,N/A,N/A
0O6D,N/A,N/A
0O6D.L,N/A,N/A
0O6E.L,N/A,N/A
0O6Z,N/A,N/A
0O6Z.L,N/A,N/A
0O7A,N/A,N/A
0O7A.L,N/A,N/A
0O8G,N/A,N/A
0O8G.L,N/A,N/A
0O9C,N/A,N/A
0O9C.L,N/A,N/A
0O9Y,N/A,N/A
0O9Y.L,N/A,N/A
0OA1.L,N/A,N/A
0OA4,N/A,N/A
0OA7,N/A,N/A
0OA7.L,N/A,N/A
0OA9,N/A,N/A
0OA9.L,N/A,N/A
0OAC,N/A,N/A
0OC.F,Ocado Group PLC,EUR
0OCD.L,N/A,N/A
0OCQ,N/A,N/A
0OCQ.L,N/A,N/A
0OE.F,Orion Engineered Carbons SA,EUR
0OEY.L,N/A,N/A
0OFO.L,N/A,N/A
0OG.F,OrganiGram Holdings Inc,EUR
0OG4,N/A,N/A
0OG4.L,N/A,N/A
0OG6.L,N/A,N/A
0OGG,N/A,N/A
0OGQ,N/A,N/A
0OGQ.L,N/A,N/A
0OH.F,oOh!Media Ltd,EUR
0OHC.L,N/A,N/A
0OHK.L,N/A,N/A
0OHL,N/A,N/A
0OHY.L,N/A,N/A
0OI0,N/A,N/A
0OI0.L,N/A,N/A
0OII.L,N/A,N/A
0OIU.L,N/A,N/A
0OIY,N/A,N/A
0OJV,N/A,N/A
0OJX.L,N/A,N/A
0OK7,N/A,N/A
0OK7.L,N/A,N/A
0OKR.L,N/A,N/A
0OMG.L,N/A,N/A
0OMV.L,N/A,N/A
0ONR,N/A,N/A
0ONR.L,N/A,N/A
0OOJ,N/A,N/A
0OPB.L,N/A,N/A
0OPJ,N/A,N/A
0OPJ.L,N/A,N/A
0OQ0,N/A,N/A
0OQ0.L,N/A,N/A
0OQQ.L,N/A,N/A
0OS.F,OPEN SOURCE HEALTH ORD,EUR
0OT.F,Ocular Therapeutix Inc,EUR
0OV1.F,OVS SpA,EUR
0P0.F,Aerie Pharmaceuticals Inc,EUR
0P0T.L,N/A,N/A
0P1G.L,N/A,N/A
0P2.F,Potash Ridge Corp,EUR
0P2A.L,N/A,N/A
0P2J.L,N/A,N/A
0P3N.L,N/A,N/A
0P49.L,N/A,N/A
0P4F.L,N/A,N/A
0P4X.L,N/A,N/A
0P5.F,Polypipe Group PLC,EUR
0P5H.L,N/A,N/A
0P5I.L,N/A,N/A
0P6Z.L,N/A,N/A
0P7.F,Paylocity Holding Corp,EUR
0P8.F,Penumbra Inc,EUR
0PB.F,Puma Biotechnology Inc,EUR
0PE.F,Petrolia SE,EUR
0PP.F,Portola Pharmaceuticals Inc,EUR
0PQ.F,ProQR Therapeutics NV,EUR
0PT.F,Prothena Corporation PLC,EUR
0PX.F,Philex Mining Corporation,EUR
0PY.F,Paycom Software Inc,EUR
0Q0J.L,N/A,N/A
0Q18.L,N/A,N/A
0Q1G.L,N/A,N/A
0Q2.F,Q2 Holdings Inc,EUR
0Q2K.L,N/A,N/A
0Q2S.L,N/A,N/A
0Q2T.L,N/A,N/A
0Q4J.L,N/A,N/A
0Q6Q.L,N/A,N/A
0Q82.L,N/A,N/A
0Q8G.L,N/A,N/A
0Q92.L,N/A,N/A
0QA0.L,N/A,N/A
0QAG.L,N/A,N/A
0QAH.L,N/A,N/A
0QAU.L,N/A,N/A
0QBON.MX,Coloplast A/S,MXN
0QCO.L,N/A,N/A
0QCV.L,N/A,N/A
0QDX.L,N/A,N/A
0QE2.L,N/A,N/A
0QE8.L,N/A,N/A
0QEJ.L,N/A,N/A
0QEN.L,N/A,N/A
0QEP.L,N/A,N/A
0QFA.L,N/A,N/A
0QFH.L,N/A,N/A
0QFK.L,N/A,N/A
0QG5.L,N/A,N/A
0QH.F,N/A,N/A
0QHK.L,N/A,N/A
0QHX.L,N/A,N/A
0QI0.L,N/A,N/A
0QI2.L,N/A,N/A
0QI7.L,N/A,N/A
0QIA.L,N/A,N/A
0QIG.L,N/A,N/A
0QIQ.L,N/A,N/A
0QJ4.L,N/A,N/A
0QKB.L,N/A,N/A
0QKG.L,N/A,N/A
0QMN.L,N/A,N/A
0QMT.L,N/A,N/A
0QMU.L,N/A,N/A
0QN1.L,N/A,N/A
0QNG.L,N/A,N/A
0QOS.L,N/A,N/A
0QP.F,Qingdao Port International Co Ltd,EUR
0QP8.L,N/A,N/A
0QQ6.L,N/A,N/A
0QQ8.L,N/A,N/A
0QQD.L,N/A,N/A
0QQJ.L,N/A,N/A
0QQR.L,N/A,N/A
0QQY.L,N/A,N/A
0QRA.L,N/A,N/A
0QS2.F,N/A,N/A
0QS4.L,N/A,N/A
0QS9.L,N/A,N/A
0QSD.L,N/A,N/A
0QSG.L,N/A,N/A
0QT.F,N/A,N/A
0QT8.L,N/A,N/A
0QTX.L,N/A,N/A
0QUT.L,N/A,N/A
0QV3.L,N/A,N/A
0QVR.L,N/A,N/A
0QW9.L,N/A,N/A
0QWD.L,N/A,N/A
0QWK.L,N/A,N/A
0QWN.L,N/A,N/A
0QWV.L,N/A,N/A
0R2V.L,N/A,N/A
0R3I.L,N/A,N/A
0R3M.L,N/A,N/A
0R3R.L,N/A,N/A
0R40.L,N/A,N/A
0R4T.L,N/A,N/A
0R5P.L,N/A,N/A
0R5W.L,N/A,N/A
0R5Z.L,N/A,N/A
0R6.F,Restaurant Brands International Inc,EUR
0R6E.L,N/A,N/A
0R72.L,N/A,N/A
0R7S.L,N/A,N/A
0R7W.L,N/A,N/A
0R80.L,N/A,N/A
0R86.L,N/A,N/A
0R87N.MX,ASSA ABLOY AB,MXN
0R8I.L,N/A,N/A
0R8Q.L,N/A,N/A
0R8R.L,N/A,N/A
0R8T.L,N/A,N/A
0R8W.L,N/A,N/A
0R8Y.L,N/A,N/A
0R8Z.L,N/A,N/A
0R9.F,N/A,N/A
0R9G.L,N/A,N/A
0R9H.L,N/A,N/A
0RAI.L,N/A,N/A
0RB7.L,N/A,N/A
0RB9.L,N/A,N/A
0RBC.L,N/A,N/A
0RBI.L,N/A,N/A
0RD2.L,N/A,N/A
0RS.F,RESAAS Services Inc.,EUR
0RT.F,Restaurant Brands International LP,EUR
0RY.DE,N/A,N/A
0RY.F,N/A,N/A
0S1.F,OneMain Holdings Inc,EUR
0S5.F,Spotless Group Holdings Ltd,EUR
0SC.F,N/A,N/A
0SG.F,N/A,N/A
0SGA.F,Sibanye Gold Ltd (ADR),EUR
0SH.F,Sears Hometown and Outlet Stores Inc,EUR
0SL.F,Scandi Standard AB (publ),EUR
0SU.F,SunCoke Energy Partners LP,EUR
0T8A.F,Tarena International Inc(ADR),EUR
0TA.F,TransAlta Renewables Inc,EUR
0TB.F,Theravance Biopharma Inc,EUR
0TC.F,Txcell SA,EUR
0TG1.F,N/A,N/A
0TS.DE,N/A,N/A
0TS.F,Tableau Software Inc Class A,EUR
0TT.F,TTS Group ASA,EUR
0TUA.F,Tuniu Corp,EUR
0TW.F,Time Watch Investments Ltd,EUR
0U1N.F,US Concrete Inc,EUR
0UB.DE,UBS Group AG (USA),EUR
0UB.F,UBS Group AG (USA),EUR
0UI.F,United Insurance Holdings Corp,EUR
0UK.F,UK Oil & Gas Investments PLC,EUR
0US.F,Fang Holdings Ltd,EUR
0UV.F,Univar Inc,EUR
0V3.F,CVD Equipment Corporation,EUR
0VN.F,N/A,N/A
0VS.F,Vivint Solar Inc,EUR
0VT.F,N/A,N/A
0WC.F,Arizona Mining Inc,EUR
0WE.F,Weatherford International plc,EUR
0WH.F,WH Group Ltd,EUR
0WKA.F,Workiva Inc,EUR
0WP.F,WPP PLC,EUR
0WPA.F,WPP PLC (ADR),EUR
0XB.F,Borneo Lumbung Energi & Metal Tbk PT,EUR
0XE.F,Xero Limited,EUR
0XHR.F,Xenia Hotels & Resorts Inc,EUR
0XI.F,Xiabuxiabu Catering Mgt Chn Hldgs Co Ltd,EUR
0XSN.F,BITRUSH CORP.,EUR
0YC.F,Yuanda China Holdings Ltd,EUR
0YT.F,Hunting plc,EUR
0YX.F,Sysmex Corp,EUR
0YYA.DE,N/A,N/A
0YYA.F,YY Inc (ADR),EUR
0ZD.F,Zendesk Inc,EUR
0ZE.F,New Zealand Energy Corp,EUR
0ZG.F,Zillow Group Inc Class A,EUR
0ZG2.F,Zillow Group Inc Class C,EUR
1000.HK,Beijing Media Corporation Ltd.,HKD
1001.HK,Hong Kong Shanghai Alliance Holdings Ltd,HKD
1002.HK,V.S. International Group Ltd,HKD
100220.KS,Visang Education Inc,KRW
100250.KS,Chinyang Holdings Corporation.,KRW
1003.HK,Huanxi Media Group Ltd,HKD
1004.HK,China Smarter Energy Group Holdings Ltd,HKD
1005.HK,Matrix Holdings Limited,HKD
1006.HK,Changshouhua Food Co Ltd,HKD
1007.HK,Daqing Dairy Holdings Ltd,HKD
1007.KL,Amcorp Properties Berhad,MYR
1007PA.KL,Amcorp Properties Berhad,MYR
1008.HK,Brilliant Circle Holdings Intl Ltd,HKD
100840.KS,S&T Corporation,KRW
1009.HK,International Entertainment Corporation,HKD
1010.HK,PacRay International Holdings Ltd,HKD
101060.KS,SBS Media Holdings,KRW
1011.HK,China NT Pharma Group Co Ltd,HKD
1013.HK,Wai Chun Group Holdings Ltd,HKD
1015.KL,AMMB Holdings Berhad,MYR
1019.HK,Convoy Global Holdings Ltd,HKD
102.F,N/A,N/A
1020.HK,Cybernaut International Holdings Co Ltd,HKD
1021.HK,Midas Holdings Ltd,HKD
1022.HK,Feiyu Technology International Com Ltd,HKD
102260.KS,Dongsung Corporation,KRW
102280.KS,SBW,KRW
1023.HK,Sitoy Group Holdings Ltd,HKD
1023.KL,CIMB Group Holdings Berhad,MYR
102460.KS,Reyon Pharmaceutical Co Ltd,KRW
1025.HK,N/A,N/A
1026.HK,Universal Technologies Holdings Ltd,HKD
1028.HK,C.banner International Holdings Ltd,HKD
1029.HK,IRC LIMITED,HKD
1030.HK,Future Land Development Holdings Ltd,HKD
1031.HK,Kingston Financial Group Ltd,HKD
103130.KS,WoongjinEnergy,KRW
1033.HK,SINOPEC  SSC/Shs H Vtg 1.00,HKD
103590.KS,"ILJIN ELECTRIC Co.,Ltd",KRW
1036.HK,Vanke Property (Overseas) Ltd,HKD
1037.HK,Maxnerva Technology Services Ltd,HKD
1038.HK,CK Infrastructure Holdings Ltd,HKD
1039.HK,Fortunet e-Commerce Group Ltd,HKD
1041.HK,Lamtex Holdings Ltd,HKD
104120.KS,N/A,N/A
1043.HK,Coslight Technology International Group,HKD
1044.HK,Hengan International Group Company Ltd,HKD
1045.HK,APT Satellite Holdings Limited,HKD
1046.HK,Universe International Finncl Hldngs Ltd,HKD
1047.HK,Ngai Hing Hong Company Ltd,HKD
1048.HK,Yorkshine Holdings Ltd,HKD
1049.HK,Celestial Asia Securities Holdings Ltd,HKD
1050.HK,Karrie International Holdings Ltd,HKD
1051.HK,G-Resources Group Ltd,HKD
1052.HK,Yuexiu Transport Infrastructure Ltd,HKD
1053.HK,CHONGQING IRON/Shs H Vtg 1.00,HKD
1055.HK,SOURN AIRLINES/Shs H Vtg 1.00,HKD
105560.KS,KB Financial Group Inc,KRW
105630.KS,"Hansae Co., Ltd.",KRW
1057.HK,ZHEJIANG SHIBAO/Shs H Vtg 1.00,HKD
1058.HK,Guangdong Tannery Limited,HKD
1058.KL,Manulife Holdings Berhad,MYR
105840.KS,WOOJIN INC,KRW
1059.HK,Kantone Holdings Limited,HKD
1060.HK,Alibaba Pictures Group Ltd,HKD
1062.HK,China Development Bank Intrntnl Invstmnt,HKD
1063.HK,SunCorp Technologies Limited,HKD
1064.HK,Zhong Hua International Holdings Limited,HKD
1065.HK,TIANJIN CAP/Shs H Vtg 1.00,HKD
1066.HK,Shandong Weigao Group Medical Polymer Co,HKD
1066.KL,RHB Capital Berhad,MYR
1068.HK,China Yurun Food Group Limited,HKD
1069.HK,China Agroforestry Low-Carbon Hldgs Ltd,HKD
107.F,biOasis Technologies Inc,EUR
1070.HK,TCL Electronics Holdings Ltd,HKD
1071.HK,HUADIAN PWR INT/Shs H Vtg 1.00,HKD
1072.HK,DONGFANG ELEC/Shs H Vtg 1.00,HKD
1073.HK,China Agrotech Holdings Limited,HKD
1075.HK,Capinfo Company Limited,HKD
107590.KS,Miwon Holdings Co Ltd,KRW
1076.HK,Imperial Pacific International Hldgs Ltd,HKD
1079.HK,Pine Technology Holding Limited,HKD
108.F,Sumitomo Rubber Industries Ltd,EUR
1080.HK,Shengli Oil and Gas Pipe Holdings Ltd,HKD
1082.HK,Hong Kong Education Intl Investments Ltd,HKD
1082.KL,Hong Leong Financial Group Berhad,MYR
1083.HK,Towngas China Company Ltd,HKD
1085.HK,Hengxin Technology Ltd,HKD
1086.HK,Goodbaby International Hldg Ltd,HKD
108670.KS,"LG HAUSYS, LTD.",KRW
1087.HK,InvesTech Holdings Ltd,HKD
1088.HK,SHENHUA ERGY/Shs H Vtg 1.00,HKD
1089.HK,Leyou Technologies Holdings Ltd,HKD
109.F,Castlight Health Inc,EUR
1090.HK,Da Ming International Holdings Ltd,HKD
109070.KS,Conbuzz Co Ltd,KRW
1091.HK,Citic Dameng Hldg Ltd,HKD
1093.HK,CSPC Pharmaceutical Group Ltd,HKD
1094.HK,China Public Procurement Limited,HKD
1096.HK,Sino Energy International Hldgs Grup Ltd,HKD
1097.HK,I-Cable Communications Ltd,HKD
1098.HK,Road King Infrastructure Limited,HKD
1099.HK,SINOPHARM HOLDING CO LTD,HKD
10D.F,Navient Corp,EUR
10G.F,N/A,N/A
10H.F,Scandic Hotels Group AB,EUR
10J.F,Howden Joinery Group Plc,EUR
10M.F,N/A,N/A
10V.F,Vital Therapies Inc,EUR
1100.HK,Mainland Headwear Holdings Ltd,HKD
1101.TW,Taiwan Cement Corp,TWD
1102.HK,Enviro Energy International Holdings Ltd,HKD
1102.TW,Asia Cement Corp,TWD
1103.HK,Shanghai Dasheng Agrcltr Fin Tech Co Ltd,HKD
1103.TW,Chia Hsin Cement Corporation,TWD
1104.HK,APAC Resources Limited,HKD
1105.HK,Sing Tao News Corporation Ltd.,HKD
110570.KS,N/A,N/A
1106.HK,Sino Haijing Holdings Ltd.,HKD
1107.HK,Modern Land (china) Co Ltd,HKD
1108.HK,LUOYANG GLASS/Shs H Vtg 1.00,HKD
1109.HK,China Resources Land Limited,HKD
1110.HK,Kingworld Medicines Group Ltd,HKD
1110.TW,Southeast Cement Co Ltd,TWD
1111.HK,Chong Hing Bank Ltd,HKD
1112.HK,Health And Happines(H&H)Intrntnl Hds Ltd,HKD
1113.HK,CK Asset Holdings Ltd,HKD
1114.HK,Brilliance China Automotive Holding Ltd.,HKD
1115.HK,Tibet Water Resources Ltd,HKD
1116.HK,Mayer Holdings Limited,HKD
1117.HK,China Modern Dairy Holdings Ltd,HKD
111770.KS,Youngone Corporation,KRW
1118.HK,Golik Holdings Limited,HKD
1120.HK,Arts Optical International Holdings Ltd,HKD
1121.HK,Baofeng Modern Internationl Hldgs Co Ltd,HKD
1122.HK,Qingling Motors Co Ltd,HKD
1123.HK,China-Hongkong Photo Products Holdings,HKD
1124.HK,Coastal Greenland Limited,HKD
1125.HK,Lai Fung Holdings Limited,HKD
1126.HK,Dream International Limited,HKD
112610.KS,Cs Wind Corp,KRW
1127.HK,Lion Rock Group Ltd,HKD
1128.HK,Wynn Macau Ltd,HKD
1129.HK,China Water Industry Group Limited,HKD
1130.HK,China Environmental Resources Group Ltd,HKD
1131.HK,Agritrade Resources Ltd,HKD
1132.HK,Orange Sky Golden Harvest Entm (Hld) Ltd,HKD
1133.HK,Harbin Electric Co Ltd,HKD
1135.HK,Asia Satellite Telecom Holdings Ltd.,HKD
1136.HK,N/A,N/A
1137.HK,Hong Kong Television Network Ltd,HKD
1138.HK,COSCO SHIP ENGY/Shs H Vtg 1.00,HKD
1139.HK,Victory Group Limited,HKD
1140.HK,OP Financial Ltd,HKD
114090.KS,GRAND KOREA LEISURE CO LTD,KRW
1141.HK,CMBC Capital Holdings Ltd,HKD
1142.HK,Siberian Mining Group Company Limited,HKD
1143.HK,China Healthcare Enterprise Group Ltd,HKD
1147.KL,GLOBAL ORIENTAL BERHAD,MYR
1148.HK,Xinchen China Power Holdings Ltd,HKD
1149.HK,Anxin-China Holdings Ltd,HKD
115.F,Abattis Bioceuticals Corp,EUR
1151.HK,Elec & Eltek International Company Ltd,HKD
1152.HK,Momentum Financial Holdings Ltd,HKD
1155.HK,Centron Telecom International Holdg Ltd.,HKD
1155.KL,Malayan Banking Berhad,MYR
1157.HK,ZOOMLION/Shs H Vtg 1.00,HKD
1159.HK,Jimei International Entertainmnt Grp Ltd,HKD
116.F,Energous Corp,EUR
1160.HK,Grand Investment International Limited,HKD
1161.HK,Water Oasis Group Limited,HKD
1163.HK,N/A,N/A
1163.KL,Allianz Malaysia Berhad,MYR
1163PA.KL,ALLIANZ MALAYSIA BHD-ICPS,MYR
1164.HK,CGN Mining Co Ltd,HKD
1165.HK,Shunfeng International Clean Energy Ltd,HKD
1166.HK,Solartech International Holdings Limited,HKD
1168.HK,Sinolink Worldwide Holdings Limited,HKD
1169.HK,"Haier Electronics Group Co., Ltd.",HKD
117.F,Arista Networks Inc,EUR
1170.HK,Kingmaker Footwear Holdings Limited,HKD
1171.HK,YANZHOU COAL MN/Shs H Vtg 1.00,HKD
1171.KL,Malaysia Building Society Bhd,MYR
1172.HK,Midas International Holdings Limited,HKD
1174.HK,Pacific Andes International Holdings Ltd,HKD
1175.HK,Fresh Express Delivery Hldngs Grp Co Ltd,HKD
1176.HK,Zhuguang Holdings Group Company Limited,HKD
1177.HK,Sino Biopharmaceutical Limited,HKD
1178.HK,Huiyin Holdings Group Ltd,HKD
1180.HK,Paradise Entertainment Limited,HKD
118000.KS,Wooridul Huebrain Ltd,KRW
1181.HK,Tang Palace (China) Holdings Ltd,HKD
1182.HK,Success Dragon International Holdngs Ltd,HKD
1184.HK,S.A.S. Dragon Holdings Limited,HKD
1185.HK,China Energine International Hldgs Ltd,HKD
1186.HK,CRCC/Shs H Vtg 1.00,HKD
1187.HK,Han Tang International Holdings Ltd,HKD
1188.HK,Hybrid Kinetic Group Limited,HKD
1189.HK,Rosedale Hotel Holdings Limited,HKD
1190.HK,Bolina Holding Co Ltd,HKD
1191.HK,China Gem Holdings Ltd,HKD
1192.HK,Titan Petrochemicals Group Limited,HKD
1193.HK,China Resources Gas Group Ltd,HKD
1194.HK,Munsun Capital Group Ltd,HKD
1195.HK,Kingwell Group Ltd,HKD
1196.HK,Realord Group Holdings Ltd,HKD
119650.KS,KC Cottrell Co Ltd,KRW
1198.HK,Royale Furniture Holdings Limited,HKD
1198.KL,MAA Group Berhad,MYR
1199.HK,COSCO SHIPPING Ports Ltd,HKD
11L1.F,Canopy Growth Corp,EUR
11N.F,NOW Inc,EUR
11P.F,PBF Logistics LP,EUR
11T.F,"TOYODA GOSEI CO., LTD.",EUR
11W.F,"Wacom Co., Ltd",EUR
1200.HK,Midland Holdings Limited,HKD
120030.KS,"CHOSUN WELDING POHANG Co., Ltd",KRW
1201.HK,Tesson Holdings Ltd,HKD
1201.KL,Sumatec Resources Berhad,MYR
120110.KS,Kolon Industries Inc,KRW
120115.KS,Kolon Industries Inc Preference Shares,KRW
1202.HK,Chengdu PUTIAN Telecom. Cable Co. Ltd.,HKD
1203.HK,Guangnan Holdings Ltd,HKD
1205.HK,CITIC Resources Holdings Limited,HKD
1206.HK,Technovator International Ltd,HKD
1207.HK,SRE Group Ltd,HKD
1208.HK,MMG Ltd,HKD
1210.HK,Christine International Holdings Ltd,HKD
1210.TW,"Great Wall Enterprise Co., Ltd.",TWD
1211.HK,BYD/Shs H Vtg 1.00,HKD
1212.HK,Lifestyle International Holdings Ltd,HKD
1213.HK,Mobicon Group Limited,HKD
1215.HK,Kai Yuan Holdings Limited,HKD
1215.TW,Charoen Pokphand EnterpriseTaiwan Co Ltd,TWD
121550.KS,N/A,N/A
1216.TW,Uni-President Enterprises Corp.,TWD
1217.HK,China Innovation Investment Limited,HKD
1217.TW,AGV Products Corp,TWD
1218.HK,Easyknit International Holdings Ltd,HKD
1219.HK,Tenwow International Holdings Ltd,HKD
1219.TW,Fwusow Industry Co Ltd,TWD
1220.HK,Zhidao International (Holdings) Ltd,HKD
1220.TW,"Tairoun Products Co.,Ltd",TWD
1221.HK,Sino Hotels (Holdings) Ltd,HKD
1222.HK,Wang On Group Limited,HKD
1223.HK,Symphony Holdings Ltd.,HKD
1224.HK,C C Land Holdings Limited,HKD
1225.HK,Lerado Financial Group Co Ltd,HKD
1226.HK,China Investment and Finance Group Ltd,HKD
1227.HK,National Investments Fund Limited,HKD
1227.TW,Standard Food Corporation,TWD
1228.HK,Superb Summit International Group Ltd,HKD
1229.HK,Nan Nan Resources Enterprise Ltd,HKD
122900.KS,iMarketKorea Inc,KRW
1230.HK,Yashili International Holdings Ltd,HKD
1231.TW,Lian Hwa Foods Corporation,TWD
1232.HK,Golden Wheel Tiandi Holdings Company Ltd,HKD
1232.TW,TTET Union Corp,TWD
1233.HK,Times China Holdings Ltd,HKD
1233.TW,Ten Ren Tea Co Ltd,TWD
1234.HK,China Lilang Ltd,HKD
1234.TW,Hey-Song Corp,TWD
1235.HK,Travel Expert (Asia) Enterprises Ltd,HKD
1236.HK,National Agricultural Holdings Ltd,HKD
1236.TW,"Hunya Foods Co., Ltd.",TWD
123690.KS,"HANKOOK COSMETICS.,LTD",KRW
123700.KS,SJM Co Ltd,KRW
1239.HK,Teamway International Group Holdings Ltd,HKD
124.F,Anima Holding SpA,EUR
1240.HK,CNQC International Holdings Ltd,HKD
1241.HK,Shuanghua Holdings Ltd,HKD
1245.HK,Niraku GC Holdings Inc,HKD
1246.HK,Boill Healthcare Holdings Ltd,HKD
1247.HK,Miko International Holdings Ltd,HKD
1249.HK,Tonly Electronics Holdings Ltd,HKD
1250.HK,Beijing Enterprises Clean Energy Grp Ltd,HKD
1251.HK,SPT Energy Group Inc,HKD
1252.HK,China Tianrui Group Cement Co Ltd,HKD
1253.HK,China Greenland Broad Greenstt Grp CoLtd,HKD
1256.TW,Sunjuice Holdings Co Ltd,TWD
1258.HK,China Nonferrous Mining Corp Ltd,HKD
1259.HK,China Child Care Corp Ltd,HKD
1260.HK,Wonderful Sky Financial Group Holdings,HKD
1262.HK,Labixiaoxin Snacks Group Ltd,HKD
1262.TW,Green Seal Holding Ltd,TWD
1263.HK,PC Partner Group Ltd,HKD
1265.HK,Tianjin Jinran Public Utilities Co Ltd,HKD
126560.KS,Hyundai Hcn Co Ltd,KRW
1266.HK,Xiwang Special Steel Co Ltd,HKD
1269.HK,China First Capital Group Ltd,HKD
1270.HK,Langham Hospitality Investments Ltd,HKD
1271.HK,Grand Ming Group Holdings Ltd,HKD
1273.HK,Hong Kong Finance Group Ltd,HKD
1275.HK,New Century Real Estate Investment Trust,HKD
1277.HK,Kinetic Mines and Energy Ltd,HKD
1278.HK,China New Town Development Co. Ltd.,HKD
1280.HK,Huiyin Smart Community Co Ltd,HKD
1282.HK,China Goldjoy Group Ltd,HKD
1285.HK,Jiashili Group Ltd,HKD
1287.KL,Pan Malaysia Holdings Bhd,MYR
1288.HK,ABC/Shs H Vtg 1.00,HKD
128820.KS,Daesung Industrial Co Ltd,KRW
1289.HK,Wuxi Sunlit Science and Technology CoLtd,HKD
128940.KS,HanmiPharm,KRW
1290.HK,China Huirong Financial Holdings Ltd,HKD
1292.HK,Changan Minsheng APLL Logistics Co Ltd,HKD
129260.KS,Intergis Co  Ltd,KRW
1293.HK,Grand Baoxin Auto Group Ltd,HKD
1295.KL,Public Bank Berhad,MYR
1296.HK,Guodian Technology&Environment Grup Corp,HKD
1298.HK,Techcomp (Holdings) Limited,HKD
1299.HK,AIA Group Ltd,HKD
12A.F,Avangrid Inc,EUR
12J.F,Latecoere SA,EUR
12M.F,IMA Industria Macchine Automatiche SpA,EUR
12P.F,PennantPark Investment Corp.,EUR
12R.F,Recipharm AB (publ),EUR
12V.F,Veracyte Inc,EUR
12X1.F,Anavex Life Sciences Corp,EUR
1300.HK,Trigiant Group Ltd,HKD
1301.TW,Formosa Plastics Corporation,TWD
1303.TW,Nan Ya Plastics Corp,TWD
1304.TW,USI Corp,TWD
1305.HK,Wai Chi Holdings Co Ltd,HKD
1307.TW,San Fang Chemical Industrial Co Ltd,TWD
1308.HK,SITC International Holdings Co Ltd,HKD
1309.TW,Taita Chemical Co Ltd,TWD
1310.HK,HKBN Ltd,HKD
1310.TW,Taiwan Styrene Monomer Corporation,TWD
1312.HK,Tongfang Kontafarma Holdings Ltd,HKD
1312.TW,Grand Pacific Petrochemical Corp.,TWD
1312A.TW,Grand Pacific Petrochemical Corp. Preference Shares,TWD
1313.HK,China Resources Cement Holdings Limited,HKD
1313.TW,UPC Technology Corp,TWD
1314.HK,Tsui Wah Holdings Ltd,HKD
1314.TW,China Petrochemical Development Corp.,TWD
1315.HK,Vision Fame International Holding Ltd,HKD
1315.TW,Tah Hsin Industrial Corp,TWD
1316.HK,Nexteer Automotive Group Ltd,HKD
1316.TW,Sun Yad Construction Co Ltd,TWD
1317.HK,China Maple Leaf Educational Systems Ltd,HKD
1318.HK,GREENS HOLDINGS LTD,HKD
1319.HK,Oi Wah Pawnshop Credit Holdings Ltd,HKD
1319.TW,"Tong Yang Industry Co., Ltd.",TWD
1323.HK,Newtree Group Holdings Ltd,HKD
1323.TW,Yonyu Plastics Company Ltd,TWD
1324.TW,Globe Industries Corp,TWD
1325.TW,Universal Incorporation,TWD
1326.TW,Formosa Chemicals & Fibre Corporation,TWD
1329.HK,Beijing Capital Grand Ltd,HKD
1330.HK,Dynagreen Environmental Prtctn Gp Co Ltd,HKD
